1	A1BG	1	11167	A1bg	MGI:2152878	NA	NA
49410	SMARCA4	6597	135927	Smarca4	MGI:88192	MP:0005380	NA
49411	SMARCA4	6597	135927	Smarca4	MGI:88192	MP:0005384	NA
49412	SMARCA4	6597	135927	Smarca4	MGI:88192	MP:0005376	NA
49413	SMARCA4	6597	135927	Smarca4	MGI:88192	MP:0005382	NA
49414	SMARCA4	6597	135927	Smarca4	MGI:88192	MP:0005369	NA
49415	SMARCA4	6597	135927	Smarca4	MGI:88192	MP:0005379	NA
49416	SMARCA5	8467	55764	Smarca5	MGI:1935129	MP:0005380	NA
49417	SMARCA5	8467	55764	Smarca5	MGI:1935129	MP:0001186	NA
49418	SMARCA5	8467	55764	Smarca5	MGI:1935129	MP:0010771	NA
49419	SMARCA5	8467	55764	Smarca5	MGI:1935129	MP:0010768	NA
49420	SMARCA5	8467	55764	Smarca5	MGI:1935129	MP:0005384	NA
49421	SMARCAD1	56916	5301	Smarcad1	MGI:95453	MP:0005378	NA
49422	SMARCAD1	56916	5301	Smarcad1	MGI:95453	MP:0005390	NA
49423	SMARCAD1	56916	5301	Smarcad1	MGI:95453	MP:0005381	NA
49424	SMARCAD1	56916	5301	Smarcad1	MGI:95453	MP:0005389	NA
49425	SMARCAD1	56916	5301	Smarcad1	MGI:95453	MP:0010768	NA
49426	SMARCAD1	56916	5301	Smarcad1	MGI:95453	MP:0002873	NA
49427	SMARCAD1	56916	5301	Smarcad1	MGI:95453	MP:0005385	NA
49428	SMARCAL1	50485	8558	Smarcal1	MGI:1859183	MP:0010768	NA
49429	SMARCAL1	50485	8558	Smarcal1	MGI:1859183	MP:0005397	NA
49430	SMARCAL1	50485	8558	Smarcal1	MGI:1859183	MP:0003631	NA
49431	SMARCAL1	50485	8558	Smarcal1	MGI:1859183	MP:0005390	NA
49432	SMARCAL1	50485	8558	Smarcal1	MGI:1859183	MP:0005367	NA
49433	SMARCAL1	50485	8558	Smarcal1	MGI:1859183	MP:0005384	NA
49434	SMARCAL1	50485	8558	Smarcal1	MGI:1859183	MP:0005376	NA
49435	SMARCAL1	50485	8558	Smarcal1	MGI:1859183	MP:0005387	NA
49436	SMARCAL1	50485	8558	Smarcal1	MGI:1859183	MP:0005378	NA
49437	SMARCB1	6598	2310	Smarcb1	MGI:1328366	MP:0005381	NA
49438	SMARCB1	6598	2310	Smarcb1	MGI:1328366	MP:0003631	NA
49439	SMARCB1	6598	2310	Smarcb1	MGI:1328366	MP:0005391	NA
49440	SMARCB1	6598	2310	Smarcb1	MGI:1328366	MP:0005387	NA
49441	SMARCB1	6598	2310	Smarcb1	MGI:1328366	MP:0005380	NA
49442	SMARCB1	6598	2310	Smarcb1	MGI:1328366	MP:0005370	NA
49443	SMARCB1	6598	2310	Smarcb1	MGI:1328366	MP:0005397	NA
49444	SMARCB1	6598	2310	Smarcb1	MGI:1328366	MP:0005385	NA
49445	SMARCB1	6598	2310	Smarcb1	MGI:1328366	MP:0005378	NA
49446	SMARCB1	6598	2310	Smarcb1	MGI:1328366	MP:0005389	NA
49447	SMARCB1	6598	2310	Smarcb1	MGI:1328366	MP:0010768	NA
49448	SMARCB1	6598	2310	Smarcb1	MGI:1328366	MP:0002006	NA
49449	SMARCB1	6598	2310	Smarcb1	MGI:1328366	MP:0005376	NA
49450	SMARCB1	6598	2310	Smarcb1	MGI:1328366	MP:0005384	NA
49451	SMARCC1	6599	68296	Smarcc1	MGI:1203524	MP:0005387	NA
49452	SMARCC1	6599	68296	Smarcc1	MGI:1203524	MP:0005384	NA
49453	SMARCC1	6599	68296	Smarcc1	MGI:1203524	MP:0003631	NA
49454	SMARCC1	6599	68296	Smarcc1	MGI:1203524	MP:0005397	NA
49455	SMARCC1	6599	68296	Smarcc1	MGI:1203524	MP:0010768	NA
49456	SMARCC1	6599	68296	Smarcc1	MGI:1203524	MP:0001186	NA
49457	SMARCC1	6599	68296	Smarcc1	MGI:1203524	MP:0005380	NA
49458	SMARCC2	6601	2312	Smarcc2	MGI:1915344	MP:0005378	NA
49459	SMARCC2	6601	2312	Smarcc2	MGI:1915344	MP:0005384	NA
49460	SMARCC2	6601	2312	Smarcc2	MGI:1915344	MP:0003631	NA
49461	SMARCC2	6601	2312	Smarcc2	MGI:1915344	MP:0002873	NA
49462	SMARCC2	6601	2312	Smarcc2	MGI:1915344	MP:0010768	NA
49463	SMARCC2	6601	2312	Smarcc2	MGI:1915344	MP:0005380	NA
49464	SMARCD1	6602	20670	Smarcd1	MGI:1933623	NA	NA
49465	SMARCD2	6603	20671	Smarcd2	MGI:1933621	NA	NA
49466	SMARCD3	6604	2314	Smarcd3	MGI:1914243	NA	NA
49467	SMARCE1	6605	37727	Smarce1	MGI:1927347	MP:0010768	NA
49468	SMC1A	8243	4597	Smc1a	MGI:1344345	MP:0005387	NA
49469	SMC1A	8243	4597	Smc1a	MGI:1344345	MP:0010768	NA
49470	SMC1A	8243	4597	Smc1a	MGI:1344345	MP:0005397	NA
49471	SMC1A	8243	4597	Smc1a	MGI:1344345	MP:0005384	NA
49472	SMC1B	27127	13786	Smc1b	MGI:2154049	MP:0005379	NA
49473	SMC1B	27127	13786	Smc1b	MGI:2154049	MP:0005384	NA
49474	SMC1B	27127	13786	Smc1b	MGI:2154049	MP:0002873	NA
49475	SMC1B	27127	13786	Smc1b	MGI:2154049	MP:0005389	NA
49476	SMC2	10592	4705	Smc2	MGI:106067	NA	NA
49477	SMC3	9126	3974	Smc3	MGI:1339795	MP:0005382	NA
49478	SMC3	9126	3974	Smc3	MGI:1339795	MP:0005384	NA
49479	SMC3	9126	3974	Smc3	MGI:1339795	MP:0005378	NA
49480	SMC3	9126	3974	Smc3	MGI:1339795	MP:0005397	NA
49481	SMC3	9126	3974	Smc3	MGI:1339795	MP:0010768	NA
49482	SMC3	9126	3974	Smc3	MGI:1339795	MP:0005387	NA
49483	SMC3	9126	3974	Smc3	MGI:1339795	MP:0005390	NA
49484	SMC4	10051	4015	Smc4	MGI:1917349	NA	NA
49485	SMC5	23137	41009	Smc5	MGI:2385088	MP:0005386	NA
49486	SMC5	23137	41009	Smc5	MGI:2385088	MP:0010768	NA
49487	SMC5	23137	41009	Smc5	MGI:2385088	MP:0005397	NA
49488	SMC5	23137	41009	Smc5	MGI:2385088	MP:0005376	NA
49489	SMC6	79677	41575	Smc6	MGI:1914491	NA	NA
49490	SMCHD1	23347	23665	Smchd1	MGI:1921605	MP:0005380	NA
49491	SMCHD1	23347	23665	Smchd1	MGI:1921605	MP:0001186	NA
49492	SMCHD1	23347	23665	Smchd1	MGI:1921605	MP:0010771	NA
49493	SMCHD1	23347	23665	Smchd1	MGI:1921605	MP:0010768	NA
49494	SMCHD1	23347	23665	Smchd1	MGI:1921605	MP:0005389	NA
49495	SMCHD1	23347	23665	Smchd1	MGI:1921605	MP:0005384	NA
49496	SMCO1	255798	18842	Smco1	MGI:1916826	NA	NA
49497	SMCO2	341346	106211	Smco2	MGI:1916621	MP:0005378	NA
49498	SMCO2	341346	106211	Smco2	MGI:1916621	MP:0005375	NA
49499	SMCO3	440087	79087	Smco3	MGI:2443451	NA	NA
49500	SMCR8	140775	16989	Smcr8	MGI:2444720	NA	NA
49501	SMDT1	91689	14110	Smdt1	MGI:1916279	MP:0010768	NA
49502	SMG1	23049	56697	Smg1	MGI:1919742	MP:0005382	NA
49503	SMG1	23049	56697	Smg1	MGI:1919742	MP:0005384	NA
49504	SMG1	23049	56697	Smg1	MGI:1919742	MP:0005376	NA
49505	SMG1	23049	56697	Smg1	MGI:1919742	MP:0005370	NA
49506	SMG1	23049	56697	Smg1	MGI:1919742	MP:0005380	NA
49507	SMG1	23049	56697	Smg1	MGI:1919742	MP:0002006	NA
49508	SMG1	23049	56697	Smg1	MGI:1919742	MP:0010768	NA
49509	SMG1	23049	56697	Smg1	MGI:1919742	MP:0005378	NA
49510	SMG1	23049	56697	Smg1	MGI:1919742	MP:0005385	NA
49511	SMG1	23049	56697	Smg1	MGI:1919742	MP:0005397	NA
49512	SMG1	23049	56697	Smg1	MGI:1919742	MP:0005391	NA
49513	SMG1	23049	56697	Smg1	MGI:1919742	MP:0003631	NA
49514	SMG1	23049	56697	Smg1	MGI:1919742	MP:0005367	NA
49515	SMG1	23049	56697	Smg1	MGI:1919742	MP:0005390	NA
49516	SMG1	23049	56697	Smg1	MGI:1919742	MP:0005387	NA
49517	SMG5	23381	9095	Smg5	MGI:2447364	NA	NA
49518	SMG6	23293	23024	Smg6	MGI:2144117	MP:0002873	NA
49519	SMG6	23293	23024	Smg6	MGI:2144117	MP:0010768	NA
49520	SMG7	9887	32235	Smg7	MGI:2682334	NA	NA
49521	SMG8	55181	32393	Smg8	MGI:1921383	NA	NA
49522	SMG9	56006	10426	Smg9	MGI:1919247	NA	NA
49523	SMIM1	388588	130039	Smim1	MGI:1916109	NA	NA
49524	SMIM10L1	100129361	130035	Smim10l1	MGI:1914379	NA	NA
49525	SMIM12	113444	87074	Smim12	MGI:1933141	NA	NA
49526	SMIM13	221710	122114	Smim13	MGI:2652854	NA	NA
49527	SMIM14	201895	64466	Smim14	MGI:1915802	NA	NA
49528	SMIM15	643155	90075	Smim15	MGI:1922866	NA	NA
49529	SMIM17	147670	104897	Smim17	MGI:4365374	NA	NA
49530	SMIM18	100507341	130470	Smim18	MGI:1919882	NA	NA
49531	SMIM19	114926	26703	Smim19	MGI:2142501	NA	NA
49532	SMIM20	389203	82612	Smim20	MGI:1913528	NA	NA
49533	SMIM22	440335	133207	Smim22	MGI:3643379	NA	NA
49534	SMIM23	644994	85224	Smim23	MGI:1916601	NA	NA
49535	SMIM24	284422	52813	Smim24	MGI:1919523	NA	NA
49536	SMIM3	85027	13167	Smim3	MGI:1917088	MP:0005390	NA
49537	SMIM3	85027	13167	Smim3	MGI:1917088	MP:0005387	NA
49538	SMIM3	85027	13167	Smim3	MGI:1917088	MP:0005397	NA
49539	SMIM5	643008	85177	Smim5	MGI:1913778	NA	NA
49540	SMIM7	79086	52095	Smim7	MGI:1914068	NA	NA
49541	SMIM8	57150	10708	Smim8	MGI:1913541	NA	NA
49542	SMN1	6606	292	Smn1	MGI:109257	MP:0005378	NA
49543	SMN1	6606	292	Smn1	MGI:109257	MP:0010771	NA
49544	SMN1	6606	292	Smn1	MGI:109257	MP:0005369	NA
49545	SMN1	6606	292	Smn1	MGI:109257	MP:0005381	NA
49546	SMN1	6606	292	Smn1	MGI:109257	MP:0005371	NA
49547	SMN1	6606	292	Smn1	MGI:109257	MP:0005377	NA
49548	SMN1	6606	292	Smn1	MGI:109257	MP:0003631	NA
49549	SMN1	6606	292	Smn1	MGI:109257	MP:0005382	NA
49550	SMN1	6606	292	Smn1	MGI:109257	MP:0005376	NA
49551	SMN1	6606	292	Smn1	MGI:109257	MP:0005384	NA
49552	SMN1	6606	292	Smn1	MGI:109257	MP:0005390	NA
49553	SMN1	6606	292	Smn1	MGI:109257	MP:0005380	NA
49554	SMN1	6606	292	Smn1	MGI:109257	MP:0005386	NA
49555	SMN1	6606	292	Smn1	MGI:109257	MP:0005388	NA
49556	SMN1	6606	292	Smn1	MGI:109257	MP:0005385	NA
49557	SMN1	6606	292	Smn1	MGI:109257	MP:0002873	NA
49558	SMN1	6606	292	Smn1	MGI:109257	MP:0010768	NA
49559	SMN1	6606	292	Smn1	MGI:109257	MP:0005389	NA
49560	SMN2	6607	292	Smn1	MGI:109257	MP:0005378	NA
49561	SMN2	6607	292	Smn1	MGI:109257	MP:0010771	NA
49562	SMN2	6607	292	Smn1	MGI:109257	MP:0005369	NA
49563	SMN2	6607	292	Smn1	MGI:109257	MP:0005381	NA
49564	SMN2	6607	292	Smn1	MGI:109257	MP:0005371	NA
49565	SMN2	6607	292	Smn1	MGI:109257	MP:0005377	NA
49566	SMN2	6607	292	Smn1	MGI:109257	MP:0003631	NA
49567	SMN2	6607	292	Smn1	MGI:109257	MP:0005382	NA
49568	SMN2	6607	292	Smn1	MGI:109257	MP:0005376	NA
49569	SMN2	6607	292	Smn1	MGI:109257	MP:0005384	NA
49570	SMN2	6607	292	Smn1	MGI:109257	MP:0005390	NA
49571	SMN2	6607	292	Smn1	MGI:109257	MP:0005380	NA
49572	SMN2	6607	292	Smn1	MGI:109257	MP:0005386	NA
49573	SMN2	6607	292	Smn1	MGI:109257	MP:0005388	NA
49574	SMN2	6607	292	Smn1	MGI:109257	MP:0005385	NA
49575	SMN2	6607	292	Smn1	MGI:109257	MP:0002873	NA
49576	SMN2	6607	292	Smn1	MGI:109257	MP:0010768	NA
49577	SMN2	6607	292	Smn1	MGI:109257	MP:0005389	NA
49578	SMNDC1	10285	4290	Smndc1	MGI:1923729	NA	NA
49579	SMO	6608	4115	Smo	MGI:108075	MP:0005385	NA
49580	SMO	6608	4115	Smo	MGI:108075	MP:0002873	NA
49581	SMO	6608	4115	Smo	MGI:108075	MP:0010768	NA
49582	SMO	6608	4115	Smo	MGI:108075	MP:0005388	NA
49583	SMO	6608	4115	Smo	MGI:108075	MP:0005380	NA
49584	SMO	6608	4115	Smo	MGI:108075	MP:0005390	NA
49585	SMO	6608	4115	Smo	MGI:108075	MP:0005376	NA
49586	SMO	6608	4115	Smo	MGI:108075	MP:0005384	NA
49587	SMO	6608	4115	Smo	MGI:108075	MP:0005382	NA
49588	SMO	6608	4115	Smo	MGI:108075	MP:0005391	NA
49589	SMO	6608	4115	Smo	MGI:108075	MP:0005381	NA
49590	SMO	6608	4115	Smo	MGI:108075	MP:0005369	NA
49591	SMO	6608	4115	Smo	MGI:108075	MP:0005371	NA
49592	SMO	6608	4115	Smo	MGI:108075	MP:0005377	NA
49593	SMO	6608	4115	Smo	MGI:108075	MP:0003631	NA
49594	SMO	6608	4115	Smo	MGI:108075	MP:0005378	NA
49595	SMOC1	64093	56943	Smoc1	MGI:1929878	MP:0010771	NA
49596	SMOC1	64093	56943	Smoc1	MGI:1929878	MP:0005378	NA
49597	SMOC1	64093	56943	Smoc1	MGI:1929878	MP:0005395	NA
49598	SMOC1	64093	56943	Smoc1	MGI:1929878	MP:0005384	NA
49599	SMOC1	64093	56943	Smoc1	MGI:1929878	MP:0005376	NA
49600	SMOC1	64093	56943	Smoc1	MGI:1929878	MP:0005390	NA
49601	SMOC1	64093	56943	Smoc1	MGI:1929878	MP:0003631	NA
49602	SMOC1	64093	56943	Smoc1	MGI:1929878	MP:0005371	NA
49603	SMOC1	64093	56943	Smoc1	MGI:1929878	MP:0005381	NA
49604	SMOC1	64093	56943	Smoc1	MGI:1929878	MP:0005391	NA
49605	SMOC1	64093	56943	Smoc1	MGI:1929878	MP:0005382	NA
49606	SMOC1	64093	56943	Smoc1	MGI:1929878	MP:0010768	NA
49607	SMOC1	64093	56943	Smoc1	MGI:1929878	MP:0005385	NA
49608	SMOC1	64093	56943	Smoc1	MGI:1929878	MP:0001186	NA
49609	SMOC1	64093	56943	Smoc1	MGI:1929878	MP:0005380	NA
49610	SMOC1	64093	56943	Smoc1	MGI:1929878	MP:0005386	NA
49611	SMOC2	64094	11150	Smoc2	MGI:1929881	NA	NA
49612	SMOX	54498	69268	Smox	MGI:2445356	NA	NA
49613	SMPD1	6609	457	Smpd1	MGI:98325	MP:0005397	NA
49614	SMPD1	6609	457	Smpd1	MGI:98325	MP:0005389	NA
49615	SMPD1	6609	457	Smpd1	MGI:98325	MP:0010768	NA
49616	SMPD1	6609	457	Smpd1	MGI:98325	MP:0005388	NA
49617	SMPD1	6609	457	Smpd1	MGI:98325	MP:0005370	NA
49618	SMPD1	6609	457	Smpd1	MGI:98325	MP:0005386	NA
49619	SMPD1	6609	457	Smpd1	MGI:98325	MP:0005387	NA
49620	SMPD1	6609	457	Smpd1	MGI:98325	MP:0005384	NA
49621	SMPD1	6609	457	Smpd1	MGI:98325	MP:0003631	NA
49622	SMPD1	6609	457	Smpd1	MGI:98325	MP:0005378	NA
49623	SMPD1	6609	457	Smpd1	MGI:98325	MP:0005376	NA
49624	SMPD2	6610	31129	Smpd2	MGI:1278330	MP:0002873	NA
49625	SMPD3	55512	10260	Smpd3	MGI:1927578	MP:0005379	NA
49626	SMPD3	55512	10260	Smpd3	MGI:1927578	MP:0005378	NA
49627	SMPD3	55512	10260	Smpd3	MGI:1927578	MP:0005390	NA
49628	SMPD3	55512	10260	Smpd3	MGI:1927578	MP:0005376	NA
49629	SMPD3	55512	10260	Smpd3	MGI:1927578	MP:0005382	NA
49630	SMPD3	55512	10260	Smpd3	MGI:1927578	MP:0003631	NA
49631	SMPD3	55512	10260	Smpd3	MGI:1927578	MP:0005371	NA
49632	SMPD3	55512	10260	Smpd3	MGI:1927578	MP:0005389	NA
49633	SMPD3	55512	10260	Smpd3	MGI:1927578	MP:0010768	NA
49634	SMPD3	55512	10260	Smpd3	MGI:1927578	MP:0005388	NA
49635	SMPD4	55627	9813	Smpd4	MGI:1924876	MP:0010768	NA
49636	SMPD5	392275	132205	Smpd5	MGI:3709877	NA	NA
49637	SMPDL3A	10924	4886	Smpdl3a	MGI:1931437	NA	NA
49638	SMPDL3B	27293	8708	Smpdl3b	MGI:1916022	MP:0005395	NA
49639	SMPDL3B	27293	8708	Smpdl3b	MGI:1916022	MP:0005386	NA
49640	SMPX	23676	8640	Smpx	MGI:1913356	MP:0002873	NA
49641	SMS	6611	88709	Gm14680	MGI:3705601	NA	NA
49642	SMS	6611	88709	Sms	MGI:109490	MP:0005390	NA
49643	SMS	6611	88709	Sms	MGI:109490	MP:0005387	NA
49644	SMS	6611	88709	Sms	MGI:109490	MP:0005389	NA
49645	SMS	6611	88709	Sms	MGI:109490	MP:0005378	NA
49646	SMS	6611	88709	Sms	MGI:109490	MP:0005397	NA
49647	SMS	6611	88709	Sms	MGI:109490	MP:0005386	NA
49648	SMS	6611	88709	Sms	MGI:109490	MP:0005369	NA
49649	SMTN	6525	8482	Smtn	MGI:1354727	MP:0005387	NA
49650	SMTN	6525	8482	Smtn	MGI:1354727	MP:0005381	NA
49651	SMTN	6525	8482	Smtn	MGI:1354727	MP:0005389	NA
49652	SMTN	6525	8482	Smtn	MGI:1354727	MP:0010768	NA
49653	SMTN	6525	8482	Smtn	MGI:1354727	MP:0010771	NA
49654	SMTN	6525	8482	Smtn	MGI:1354727	MP:0002873	NA
49655	SMTN	6525	8482	Smtn	MGI:1354727	MP:0005385	NA
49656	SMTN	6525	8482	Smtn	MGI:1354727	MP:0005378	NA
49657	SMTN	6525	8482	Smtn	MGI:1354727	MP:0005375	NA
49658	SMTN	6525	8482	Smtn	MGI:1354727	MP:0005369	NA
49659	SMTNL1	219537	11488	Smtnl1	MGI:1915928	MP:0005385	NA
49660	SMTNL1	219537	11488	Smtnl1	MGI:1915928	MP:0005376	NA
49661	SMTNL1	219537	11488	Smtnl1	MGI:1915928	MP:0005369	NA
49662	SMTNL2	342527	82367	Smtnl2	MGI:2442764	NA	NA
49663	SMU1	55234	10079	Smu1	MGI:1915546	NA	NA
49664	SMUG1	23583	8629	Smug1	MGI:1918976	MP:0010768	NA
49665	SMUG1	23583	8629	Smug1	MGI:1918976	MP:0002006	NA
49666	SMUG1	23583	8629	Smug1	MGI:1918976	MP:0005384	NA
49667	SMUG1	23583	8629	Smug1	MGI:1918976	MP:0005376	NA
49668	SMURF1	57154	10712	Smurf1	MGI:1923038	MP:0003631	NA
49669	SMURF1	57154	10712	Smurf1	MGI:1923038	MP:0005377	NA
49670	SMURF1	57154	10712	Smurf1	MGI:1923038	MP:0005371	NA
49671	SMURF1	57154	10712	Smurf1	MGI:1923038	MP:0005390	NA
49672	SMURF1	57154	10712	Smurf1	MGI:1923038	MP:0005380	NA
49673	SMURF1	57154	10712	Smurf1	MGI:1923038	MP:0010768	NA
49674	SMURF1	57154	10712	Smurf1	MGI:1923038	MP:0002873	NA
49675	SMURF2	64750	41490	Smurf2	MGI:1913563	MP:0005390	NA
49676	SMURF2	64750	41490	Smurf2	MGI:1913563	MP:0005387	NA
49677	SMURF2	64750	41490	Smurf2	MGI:1913563	MP:0005391	NA
49678	SMURF2	64750	41490	Smurf2	MGI:1913563	MP:0003631	NA
49679	SMURF2	64750	41490	Smurf2	MGI:1913563	MP:0005377	NA
49680	SMURF2	64750	41490	Smurf2	MGI:1913563	MP:0005371	NA
49681	SMURF2	64750	41490	Smurf2	MGI:1913563	MP:0001186	NA
49682	SMURF2	64750	41490	Smurf2	MGI:1913563	MP:0002006	NA
49683	SMURF2	64750	41490	Smurf2	MGI:1913563	MP:0005397	NA
49684	SMURF2	64750	41490	Smurf2	MGI:1913563	MP:0005385	NA
49685	SMURF2	64750	41490	Smurf2	MGI:1913563	MP:0005378	NA
49686	SMURF2	64750	41490	Smurf2	MGI:1913563	MP:0010768	NA
49687	SMURF2	64750	41490	Smurf2	MGI:1913563	MP:0002873	NA
49688	SMURF2	64750	41490	Smurf2	MGI:1913563	MP:0005386	NA
49689	SMURF2	64750	41490	Smurf2	MGI:1913563	MP:0005380	NA
49690	SMURF2	64750	41490	Smurf2	MGI:1913563	MP:0005384	NA
49691	SMYD1	150572	7645	Smyd1	MGI:104790	MP:0005378	NA
49692	SMYD1	150572	7645	Smyd1	MGI:104790	MP:0005384	NA
49693	SMYD1	150572	7645	Smyd1	MGI:104790	MP:0005369	NA
49694	SMYD1	150572	7645	Smyd1	MGI:104790	MP:0005385	NA
49695	SMYD1	150572	7645	Smyd1	MGI:104790	MP:0010768	NA
49696	SMYD1	150572	7645	Smyd1	MGI:104790	MP:0005380	NA
49697	SMYD2	56950	32466	Smyd2	MGI:1915889	MP:0005376	NA
49698	SMYD3	64754	41491	Smyd3	MGI:1916976	NA	NA
49699	SMYD4	114826	35098	Smyd4	MGI:2442796	NA	NA
49700	SMYD5	10322	6143	Smyd5	MGI:108048	NA	NA
49701	SNAI1	6615	4363	Snai1	MGI:98330	MP:0005390	NA
49702	SNAI1	6615	4363	Snai1	MGI:98330	MP:0005381	NA
49703	SNAI1	6615	4363	Snai1	MGI:98330	MP:0003631	NA
49704	SNAI1	6615	4363	Snai1	MGI:98330	MP:0005385	NA
49705	SNAI1	6615	4363	Snai1	MGI:98330	MP:0005378	NA
49706	SNAI1	6615	4363	Snai1	MGI:98330	MP:0010768	NA
49707	SNAI1	6615	4363	Snai1	MGI:98330	MP:0002873	NA
49708	SNAI1	6615	4363	Snai1	MGI:98330	MP:0005380	NA
49709	SNAI1	6615	4363	Snai1	MGI:98330	MP:0005384	NA
49710	SNAI1	6615	4363	Snai1	MGI:98330	MP:0005382	NA
49711	SNAI2	6591	31127	Snai2	MGI:1096393	MP:0005378	NA
49712	SNAI2	6591	31127	Snai2	MGI:1096393	MP:0010771	NA
49713	SNAI2	6591	31127	Snai2	MGI:1096393	MP:0005379	NA
49714	SNAI2	6591	31127	Snai2	MGI:1096393	MP:0005376	NA
49715	SNAI2	6591	31127	Snai2	MGI:1096393	MP:0005387	NA
49716	SNAI2	6591	31127	Snai2	MGI:1096393	MP:0005390	NA
49717	SNAI2	6591	31127	Snai2	MGI:1096393	MP:0005381	NA
49718	SNAI2	6591	31127	Snai2	MGI:1096393	MP:0003631	NA
49719	SNAI2	6591	31127	Snai2	MGI:1096393	MP:0005382	NA
49720	SNAI2	6591	31127	Snai2	MGI:1096393	MP:0005391	NA
49721	SNAI2	6591	31127	Snai2	MGI:1096393	MP:0005385	NA
49722	SNAI2	6591	31127	Snai2	MGI:1096393	MP:0005397	NA
49723	SNAI2	6591	31127	Snai2	MGI:1096393	MP:0010768	NA
49724	SNAI2	6591	31127	Snai2	MGI:1096393	MP:0005389	NA
49725	SNAI2	6591	31127	Snai2	MGI:1096393	MP:0001186	NA
49726	SNAI2	6591	31127	Snai2	MGI:1096393	MP:0005380	NA
49727	SNAI2	6591	31127	Snai2	MGI:1096393	MP:0005386	NA
49728	SNAI3	333929	8500	Snai3	MGI:1353563	MP:0010768	NA
49729	SNAI3	333929	8500	Snai3	MGI:1353563	MP:0002873	NA
49730	SNAI3	333929	8500	Snai3	MGI:1353563	MP:0005389	NA
49731	SNAI3	333929	8500	Snai3	MGI:1353563	MP:0005397	NA
49732	SNAI3	333929	8500	Snai3	MGI:1353563	MP:0005391	NA
49733	SNAI3	333929	8500	Snai3	MGI:1353563	MP:0005387	NA
49734	SNAI3	333929	8500	Snai3	MGI:1353563	MP:0005378	NA
49735	SNAI3	333929	8500	Snai3	MGI:1353563	MP:0005379	NA
49736	SNAP23	8773	37857	Snap23	MGI:109356	MP:0010768	NA
49737	SNAP23	8773	37857	Snap23	MGI:109356	MP:0005380	NA
49738	SNAP25	6616	13311	Snap25	MGI:98331	MP:0010771	NA
49739	SNAP25	6616	13311	Snap25	MGI:98331	MP:0005378	NA
49740	SNAP25	6616	13311	Snap25	MGI:98331	MP:0005379	NA
49741	SNAP25	6616	13311	Snap25	MGI:98331	MP:0003631	NA
49742	SNAP25	6616	13311	Snap25	MGI:98331	MP:0005377	NA
49743	SNAP25	6616	13311	Snap25	MGI:98331	MP:0005369	NA
49744	SNAP25	6616	13311	Snap25	MGI:98331	MP:0005391	NA
49745	SNAP25	6616	13311	Snap25	MGI:98331	MP:0005376	NA
49746	SNAP25	6616	13311	Snap25	MGI:98331	MP:0005390	NA
49747	SNAP25	6616	13311	Snap25	MGI:98331	MP:0005380	NA
49748	SNAP25	6616	13311	Snap25	MGI:98331	MP:0005388	NA
49749	SNAP25	6616	13311	Snap25	MGI:98331	MP:0005386	NA
49750	SNAP25	6616	13311	Snap25	MGI:98331	MP:0005389	NA
49751	SNAP25	6616	13311	Snap25	MGI:98331	MP:0002873	NA
49752	SNAP25	6616	13311	Snap25	MGI:98331	MP:0010768	NA
49753	SNAP25	6616	13311	Snap25	MGI:98331	MP:0005385	NA
49754	SNAP29	9342	3512	Snap29	MGI:1914724	MP:0010768	NA
49755	SNAP47	116841	14206	Snap47	MGI:1915076	MP:0005378	NA
49756	SNAP47	116841	14206	Snap47	MGI:1915076	MP:0005375	NA
49757	SNAP47	116841	14206	Snap47	MGI:1915076	MP:0005376	NA
49758	SNAP47	116841	14206	Snap47	MGI:1915076	MP:0005390	NA
49759	SNAP47	116841	14206	Snap47	MGI:1915076	MP:0005397	NA
49760	SNAP91	9892	8429	Snap91	MGI:109132	NA	NA
49761	SNAPC1	6617	2317	Snapc1	MGI:1922877	NA	NA
49762	SNAPC2	6618	2318	Snapc2	MGI:1914861	NA	NA
49763	SNAPC3	6619	31130	Snapc3	MGI:1916338	NA	NA
49764	SNAPC4	6621	2321	Snapc4	MGI:2443935	MP:0010768	NA
49765	SNAPC4	6621	2321	Snapc4	MGI:2443935	MP:0005390	NA
49766	SNAPC5	10302	4414	Snapc5	MGI:1914282	NA	NA
49767	SNAPIN	23557	8251	Snapin	MGI:1333745	MP:0005384	NA
49768	SNAPIN	23557	8251	Snapin	MGI:1333745	MP:0005379	NA
49769	SNAPIN	23557	8251	Snapin	MGI:1333745	MP:0010768	NA
49770	SNAPIN	23557	8251	Snapin	MGI:1333745	MP:0003631	NA
49771	SNCA	6622	293	Snca	MGI:1277151	MP:0005379	NA
49772	SNCA	6622	293	Snca	MGI:1277151	MP:0010771	NA
49773	SNCA	6622	293	Snca	MGI:1277151	MP:0005378	NA
49774	SNCA	6622	293	Snca	MGI:1277151	MP:0005390	NA
49775	SNCA	6622	293	Snca	MGI:1277151	MP:0005367	NA
49776	SNCA	6622	293	Snca	MGI:1277151	MP:0005384	NA
49777	SNCA	6622	293	Snca	MGI:1277151	MP:0005387	NA
49778	SNCA	6622	293	Snca	MGI:1277151	MP:0005376	NA
49779	SNCA	6622	293	Snca	MGI:1277151	MP:0003631	NA
49780	SNCA	6622	293	Snca	MGI:1277151	MP:0005381	NA
49781	SNCA	6622	293	Snca	MGI:1277151	MP:0005389	NA
49782	SNCA	6622	293	Snca	MGI:1277151	MP:0010768	NA
