GeneSymbol	EntrezID	MedGenID	Phenotype	Grouped
L1CAM	3897	C0795953	Spastic.paraplegia.1	Spastic.paraplegia
KIF5A	3798	C1858712	Spastic.paraplegia.10	Spastic.paraplegia
SPG11	80208	C1858479	"Spastic.paraplegia.11,.autosomal.recessive"	Spastic.paraplegia
RTN2	6253	C1858106	Spastic.paraplegia.12	Spastic.paraplegia
HSPD1	3329	C1854467	Spastic.paraplegia.13	Spastic.paraplegia
ZFYVE26	23503	C1849128	Spastic.paraplegia.15	Spastic.paraplegia
ERLIN2	11160	C2749936	Spastic.paraplegia.18	Spastic.paraplegia
PLP1	5354	C1839264	Spastic.paraplegia.2	Spastic.paraplegia
B4GALNT1	2583	C1836632	Spastic.paraplegia.26	Spastic.paraplegia
DDHD1	80821	C1836295	"Spastic.paraplegia.28,.autosomal.recessive"	Spastic.paraplegia
ATL1	51062	C2931355	Spastic.paraplegia.3	Spastic.paraplegia
KIF1A	547	C1835896	"Spastic.paraplegia.30,.autosomal.recessive"	Spastic.paraplegia
REEP1	65055	C1853247	"Spastic.paraplegia.31,.autosomal.dominant"	Spastic.paraplegia
ZFYVE27	118813	C1853251	"Spastic.paraplegia.33,.autosomal.dominant"	Spastic.paraplegia
FA2H	79152	C3668943	Spastic.paraplegia.35	Spastic.paraplegia
PNPLA6	10908	C2677586	Spastic.paraplegia.39	Spastic.paraplegia
SPAST	6683	C1866855	"Spastic.paraplegia.4,.autosomal.dominant"	Spastic.paraplegia
SLC33A1	9197	C2675528	"Spastic.paraplegia.42,.autosomal.dominant"	Spastic.paraplegia
GJC2	57165	C2750784	"Spastic.paraplegia.44,.autosomal.recessive"	Spastic.paraplegia
NT5C2	22978	C2680447	"Spastic.paraplegia.45,.autosomal.recessive"	Spastic.paraplegia
GBA2	57704	C2828721	"Spastic.paraplegia.46,.autosomal.recessive"	Spastic.paraplegia
AP5Z1	9907	C3150901	"Spastic.paraplegia.48,.autosomal.recessive"	Spastic.paraplegia
TECPR2	9895	C3542549	"Spastic.paraplegia.49,.autosomal.recessive"	Spastic.paraplegia
VPS37A	137492	C3539494	"Spastic.paraplegia.53,.autosomal.recessive"	Spastic.paraplegia
DDHD2	23259	C3539495	"Spastic.paraplegia.54,.autosomal.recessive"	Spastic.paraplegia
C12orf65	91574	C3539506	"Spastic.paraplegia.55,.autosomal.recessive"	Spastic.paraplegia
CYP2U1	113612	C3539507	"Spastic.paraplegia.56,.autosomal.recessive"	Spastic.paraplegia
TFG	10342	C3714897	"Spastic.paraplegia.57,.autosomal.recessive"	Spastic.paraplegia
CYP7B1	9420	C1849115	Spastic.paraplegia.5A	Spastic.paraplegia
NIPA1	123606	C1838192	Spastic.paraplegia.6	Spastic.paraplegia
ARL6IP1	23204	C3810294	"Spastic.paraplegia.61,.autosomal.recessive"	Spastic.paraplegia
AMPD2	271	C3810295	"Spastic.paraplegia.63,.autosomal.recessive"	Spastic.paraplegia
ENTPD1	953	C3810289	"Spastic.paraplegia.64,.autosomal.recessive"	Spastic.paraplegia
SPG7	6687	C1846564	Spastic.paraplegia.7	Spastic.paraplegia
REEP2	51308	CN184362	"Spastic.paraplegia.72,.autosomal.dominant"	Spastic.paraplegia
REEP2	51308	C3810160	"Spastic.paraplegia.72,.autosomal.recessive"	Spastic.paraplegia
CPT1C	126129	CN228796	"SPASTIC.PARAPLEGIA.73,.AUTOSOMAL.DOMINANT"	Spastic.paraplegia
IBA57	200205	CN231443	"SPASTIC.PARAPLEGIA.74,.AUTOSOMAL.RECESSIVE"	Spastic.paraplegia
KIAA0196	9897	C1863704	Spastic.paraplegia.8	Spastic.paraplegia
CEBPE	1053	C0398593	Specific.granule.deficiency	Specific.granule.deficiency
TM4SF20	79853	C3809483	Specific.language.impairment.5	Specific.language.impairment.5
FOXP2	93986	C0750927	Speech-language.disorder.1	Speech-language.disorder.1
SYCP3	50511	C0232981	Spermatogenesis.arrest	Spermatogenesis.arrest
TEX11	56159	C1839841	"Spermatogenic.failure,.X-linked,.2"	Spermatogenic.failure
USP9Y	8287	C1839071	"Spermatogenic.failure,.Y-linked.2"	Spermatogenic.failure
12SEPT	124404	C3553793	Spermatogenic.failure.10	Spermatogenic.failure
KLHL10	317719	C3554453	Spermatogenic.failure.11	Spermatogenic.failure
NANOS1	340719	C3809427	Spermatogenic.failure.12	Spermatogenic.failure
TAF4B	6875	CN188726	Spermatogenic.failure.13	Spermatogenic.failure
ZMYND15	84225	CN188727	Spermatogenic.failure.14	Spermatogenic.failure
SLC26A8	116369	C1847540	Spermatogenic.failure.3	Spermatogenic.failure
NR5A1	2516	C3151406	Spermatogenic.failure.8	Spermatogenic.failure
DPY19L2	283417	C3151407	Spermatogenic.failure.9	Spermatogenic.failure
ANK1	286	CN068423	"Spherocytosis,.type.1,.autosomal.recessive"	Spherocytosis
ANK1	286	C2674218	Spherocytosis.type.1	Spherocytosis
SPTB	6710	CN069761	Spherocytosis.type.2	Spherocytosis
SPTA1	6708	C2678338	Spherocytosis.type.3	Spherocytosis
SLC4A1	6521	C2675212	Spherocytosis.type.4	Spherocytosis
EPB42	2038	C2675192	Spherocytosis.type.5	Spherocytosis
MYOT	9499	C1866785	Spheroid.body.myopathy	Spheroid.body.myopathy
PSAP	5660	C0268262	Sphingolipid.activator.protein.1.deficiency	Sphingolipid.activator.protein.1.deficiency
CYLD	1540	C1857941	Spiegler-Brooke.syndrome	Spiegler-Brooke.syndrome
DYNC1H1	1778	C0026847	Spinal.muscular.atrophy	Spinal.muscular.atrophy
DNAJB2	3300	C3553989	"Spinal.muscular.atrophy,.distal,.autosomal.recessive,.5"	Spinal.muscular.atrophy
CHCHD10	400916	C3554398	"Spinal.muscular.atrophy,.jokela.type"	Spinal.muscular.atrophy
DYNC1H1	1778	C1834690	"Spinal.muscular.atrophy,.lower.extremity.predominant.1,.autosomal.dominant"	Spinal.muscular.atrophy
BICD2	23299	C3809049	"Spinal.muscular.atrophy,.lower.extremity.predominant.2,.autosomal.dominant"	Spinal.muscular.atrophy
SMN1	6606	C0393538	"Spinal.muscular.atrophy,.type.II"	Spinal.muscular.atrophy
ANO10	55129	C3150998	"Spinocerebellar.ataxia,.autosomal.recessive.10"	Spinocerebellar.ataxia
SYT14	255928	C3280226	"Spinocerebellar.ataxia,.autosomal.recessive.11"	Spinocerebellar.ataxia
WWOX	51741	C3280452	"Spinocerebellar.ataxia,.autosomal.recessive.12"	Spinocerebellar.ataxia
GRM1	2911	C3553816	"Spinocerebellar.ataxia,.autosomal.recessive.13"	Spinocerebellar.ataxia
SPTBN2	6712	C3809327	"Spinocerebellar.ataxia,.autosomal.recessive.14"	Spinocerebellar.ataxia
KIAA0226	9711	C3810326	"Spinocerebellar.ataxia,.autosomal.recessive.15"	Spinocerebellar.ataxia
STUB1	10273	CN186321	"Spinocerebellar.ataxia,.autosomal.recessive.16"	Spinocerebellar.ataxia
GRID2	2895	CN225382	"Spinocerebellar.ataxia,.autosomal.recessive.18"	Spinocerebellar.ataxia
SNX14	57231	CN230320	"SPINOCEREBELLAR.ATAXIA,.AUTOSOMAL.RECESSIVE.20"	Spinocerebellar.ataxia
TPP1	1200	C1836474	"Spinocerebellar.ataxia,.autosomal.recessive.7"	Spinocerebellar.ataxia
SYNE1	23345	C1853116	"Spinocerebellar.ataxia,.autosomal.recessive.8"	Spinocerebellar.ataxia
ATP2B3	492	C0796205	"Spinocerebellar.ataxia,.X-linked.1"	Spinocerebellar.ataxia
ATXN1	6310	C0752120	Spinocerebellar.ataxia.1	Spinocerebellar.ataxia
ATXN10	25814	C1963674	Spinocerebellar.ataxia.10	Spinocerebellar.ataxia
TTBK2	146057	C1858351	Spinocerebellar.ataxia.11	Spinocerebellar.ataxia
PPP2R2B	5521	C1858501	Spinocerebellar.ataxia.12	Spinocerebellar.ataxia
KCNC3	3748	C1854488	Spinocerebellar.ataxia.13	Spinocerebellar.ataxia
PRKCG	5582	C1854369	Spinocerebellar.ataxia.14	Spinocerebellar.ataxia
ITPR1	3708	C1847725	Spinocerebellar.ataxia.15	Spinocerebellar.ataxia
KCND3	3752	C1846367	Spinocerebellar.ataxia.19	Spinocerebellar.ataxia
ATXN2	6311	C0752121	Spinocerebellar.ataxia.2	Spinocerebellar.ataxia
TMEM240	339453	C1843891	Spinocerebellar.ataxia.21	Spinocerebellar.ataxia
PDYN	5173	C1853250	Spinocerebellar.ataxia.23	Spinocerebellar.ataxia
EEF2	1938	C1836395	Spinocerebellar.ataxia.26	Spinocerebellar.ataxia
FGF14	2259	C1836383	Spinocerebellar.ataxia.27	Spinocerebellar.ataxia
AFG3L2	10939	C1853249	Spinocerebellar.ataxia.28	Spinocerebellar.ataxia
ITPR1	3708	C1861732	Spinocerebellar.ataxia.29	Spinocerebellar.ataxia
BEAN1	146227	C1861736	Spinocerebellar.ataxia.31	Spinocerebellar.ataxia
PLEKHG4	25894	C1861736	Spinocerebellar.ataxia.31	Spinocerebellar.ataxia
TGM6	343641	CN077707	Spinocerebellar.ataxia.35	Spinocerebellar.ataxia
NOP56	10528	C3472711	Spinocerebellar.ataxia.36	Spinocerebellar.ataxia
ELOVL5	60481	CN218416	Spinocerebellar.ataxia.38	Spinocerebellar.ataxia
CCDC88C	440193	CN219009	Spinocerebellar.ataxia.40	Spinocerebellar.ataxia
TRPC3	7222	CN231150	Spinocerebellar.ataxia.41	Spinocerebellar.ataxia
SPTBN2	6712	C0752123	Spinocerebellar.ataxia.5	Spinocerebellar.ataxia
CACNA1A	773	C0752124	Spinocerebellar.ataxia.6	Spinocerebellar.ataxia
ATXN7	6314	C0752125	Spinocerebellar.ataxia.7	Spinocerebellar.ataxia
ATXN8	724066	C1837454	Spinocerebellar.ataxia.8	Spinocerebellar.ataxia
SETX	23064	C1853761	Spinocerebellar.ataxia.autosomal.recessive.1	Spinocerebellar.ataxia
ZNF592	9640	C1847114	Spinocerebellar.ataxia.autosomal.recessive.5	Spinocerebellar.ataxia
TDP1	55775	C1846574	Spinocerebellar.ataxia.autosomal.recessive.with.axonal.neuropathy	Spinocerebellar.ataxia
NKX2-5	1482	C1849084	Splenic.hypoplasia	Splenic.hypoplasia
RPSA	3921	C1849084	Splenic.hypoplasia	Splenic.hypoplasia
DLX5	1749	C2931019	Split-hand/foot.malformation.1	Split-hand/foot.malformation
DLX5	1749	C1857344	Split-hand/foot.malformation.1.with.sensorineural.hearing.loss	Split-hand/foot.malformation
TP63	8626	C1854442	Split-hand/foot.malformation.4	Split-hand/foot.malformation
WNT10B	7480	C2749665	Split-hand/foot.malformation.6	Split-hand/foot.malformation
FLNB	2317	C1848934	Spondylocarpotarsal.synostosis.syndrome	Spondylocarpotarsal.synostosis.syndrome
SLC39A13	91252	C2676510	"Spondylocheirodysplasia,.Ehlers-Danlos.syndrome-like"	"Spondylocheirodysplasia,.Ehlers-Danlos.syndrome-like"
DLL3	10683	CN032975	Spondylocostal.dysostosis.1	Spondylocostal.dysostosis
MESP2	145873	C1837549	Spondylocostal.dysostosis.2	Spondylocostal.dysostosis
LFNG	3955	C1853296	Spondylocostal.dysostosis.3	Spondylocostal.dysostosis
HES7	84667	C3150942	"Spondylocostal.dysostosis.4,.autosomal.recessive"	Spondylocostal.dysostosis
HES7	84667	C1852521	Spondylocostal.dysostosis.5	Spondylocostal.dysostosis
TBX6	6911	C1852521	Spondylocostal.dysostosis.5	Spondylocostal.dysostosis
ACP5	54	C1842763	Spondyloenchondrodysplasia.with.immune.dysregulation	Spondyloenchondrodysplasia
ACAN	176	C2748544	"Spondyloepimetaphyseal.dysplasia,.Aggrecan.type"	Spondyloenchondrodysplasia
MMP13	4322	C1865832	"Spondyloepimetaphyseal.dysplasia,.Missouri.type"	Spondyloenchondrodysplasia
PAPSS2	9060	C2748515	"Spondyloepimetaphyseal.dysplasia,.pakistani.type"	Spondyloenchondrodysplasia
MATN3	4148	C1837481	Spondyloepimetaphyseal.dysplasia.Matrilin-3.related	Spondyloenchondrodysplasia
COL2A1	1280	C0700635	Spondyloepimetaphyseal.dysplasia.Strudwick.type	Spondyloenchondrodysplasia
B3GALT6	126792	C0432243	Spondyloepimetaphyseal.dysplasia.with.joint.laxity	Spondyloenchondrodysplasia
KIF22	3835	C1863732	Spondyloepimetaphyseal.dysplasia.with.multiple.dislocations	Spondyloenchondrodysplasia
ACAN	176	C1842149	"Spondyloepiphyseal.dysplasia,.kimberley.type"	Spondyloenchondrodysplasia
COL2A1	1280	C0038015	Spondyloepiphyseal.dysplasia.congenita	Spondyloenchondrodysplasia
TRPV4	59341	C3159322	Spondyloepiphyseal.dysplasia.Maroteaux.type	Spondyloenchondrodysplasia
TRAPPC2	6399	C0220776	Spondyloepiphyseal.dysplasia.tarda	Spondyloenchondrodysplasia
CHST3	9469	C1840471	Spondyloepiphyseal.dysplasia.with.congenital.joint.dislocations	Spondyloenchondrodysplasia
NKX3-2	579	C2750066	Spondylo-megaepiphyseal-metaphyseal.dysplasia	Spondyloenchondrodysplasia
DDR2	4921	C1849011	Spondylometaepiphyseal.dysplasia.short.limb-hand.type	Spondyloenchondrodysplasia
TRPV4	59341	C0265280	"Spondylometaphyseal.dysplasia,.Kozlowski.type"	Spondyloenchondrodysplasia
GPX4	2879	C1855229	Spondylometaphyseal.dysplasia.Sedaghatian.type	Spondyloenchondrodysplasia
PCYT1A	5130	C1837073	Spondylometaphyseal.dysplasia.with.cone-rod.dystrophy	Spondyloenchondrodysplasia
XYLT2	64132	C1853925	"Spondyloocular.syndrome,.autosomal.recessive"	"Spondyloocular.syndrome,.autosomal.recessive"
COL2A1	1280	C0796173	Spondyloperipheral.dysplasia	Spondyloperipheral.dysplasia
ASPA	443	C0206307	Spongy.degeneration.of.central.nervous.system	Spongy.degeneration.of.central.nervous.system
COL11A1	1301	CN220053	sporadic.abdominal.aortic.aneurysm	sporadic.abdominal.aortic.aneurysm
FTL	2512	CN220053	sporadic.abdominal.aortic.aneurysm	sporadic.abdominal.aortic.aneurysm
ACTN3	89	C2319308	Sprinting.performance	Sprinting.performance
EGFR	1956	C1168401	Squamous.cell.carcinoma.of.the.head.and.neck	Squamous.cell.carcinoma.of.the.head.and.neck
ING1	3621	C1168401	Squamous.cell.carcinoma.of.the.head.and.neck	Squamous.cell.carcinoma.of.the.head.and.neck
PTEN	5728	C1168401	Squamous.cell.carcinoma.of.the.head.and.neck	Squamous.cell.carcinoma.of.the.head.and.neck
TNFRSF10B	8795	C1168401	Squamous.cell.carcinoma.of.the.head.and.neck	Squamous.cell.carcinoma.of.the.head.and.neck
NOG	9241	C1866656	Stapes.ankylosis.with.broad.thumb.and.toes	Stapes.ankylosis.with.broad.thumb.and.toes
FAM58A	92002	C2678045	STAR.syndrome	STAR.syndrome
ABCA4	24	C1855465	Stargardt.disease.1	Stargardt.disease.1
CNGB3	54714	C1855465	Stargardt.disease.1	Stargardt.disease.1
ELOVL4	6785	C1838644	Stargardt.Disease.3	Stargardt.Disease.3
ABCA4	24	C0271093	Stargardt's.disease	Stargardt's.disease
HMGCR	3156	C1840531	"Statins,.attenuated.cholesterol.lowering.by"	"Statins,.attenuated.cholesterol.lowering.by"
KRT17	3872	C0259771	Steatocystoma.multiplex	Steatocystoma.multiplex
COL27A1	85301	C3554594	Steel.syndrome	Steel.syndrome
DMPK	1760	C0027126	Steinert.myotonic.dystrophy.syndrome	Steinert.myotonic.dystrophy.syndrome
COL2A1	1280	C0265253	Stickler.syndrome	Stickler.syndrome
COL11A1	1301	C1858084	"Stickler.syndrome,.type.2"	"Stickler.syndrome,.type.2"
COL11A2	1302	C1861481	"Stickler.syndrome,.type.3"	"Stickler.syndrome,.type.3"
COL9A1	1297	C1852831	"Stickler.syndrome,.type.4"	"Stickler.syndrome,.type.4"
COL9A2	1298	C3280342	"Stickler.syndrome,.type.5"	"Stickler.syndrome,.type.5"
COL2A1	1280	C1836080	"STICKLER.SYNDROME,.TYPE.I,.NONSYNDROMIC.OCULAR"	"STICKLER.SYNDROME,.TYPE.I,.NONSYNDROMIC.OCULAR"
COL2A1	1280	C2020284	Stickler.syndrome.type.1	Stickler.syndrome.type.1
FBN1	2200	C1861456	Stiff.skin.syndrome	Stiff.skin.syndrome
TMEM173	340061	CN207620	"Sting-associated.vasculopathy,.infantile-onset"	"Sting-associated.vasculopathy,.infantile-onset"
SHROOM4	57477	C1845530	Stocco.dos.Santos.syndrome	Stocco.dos.Santos.syndrome
SLC4A1	6521	C1862326	"Stomatocytic.elliptocytosis,.hereditary"	"Stomatocytic.elliptocytosis,.hereditary"
STIM1	6786	C1861451	Stormorken.syndrome	Stormorken.syndrome
DMBX1	127343	C0038379	Strabismus	Strabismus
SPG20	23111	C0038379	Strabismus	Strabismus
PDE8B	8622	C1836694	"Striatal.degeneration,.autosomal.dominant"	"Striatal.degeneration,.autosomal.dominant"
SLC25A19	60386	C3150973	"Striatal.necrosis,.bilateral,.and.progressive.polyneuropathy"	"Striatal.necrosis,.bilateral,.and.progressive.polyneuropathy"
NUP62	23636	C0795996	Striatonigral.degeneration.infantile	Striatonigral.degeneration.infantile
GNAQ	2776	C0038505	Sturge-Weber.syndrome	Sturge-Weber.syndrome
LIFR	3977	C0796176	Stuve-Wiedemann.syndrome	Stuve-Wiedemann.syndrome
GBA	2629	C0268251	Subacute.neuronopathic.Gaucher's.disease	Subacute.neuronopathic.Gaucher's.disease
DSP	1832	C0340375	Subaortic.stenosis	Subaortic.stenosis
PAFAH1B1	5048	C1848201	Subcortical.band.heterotopia	Subcortical.band.heterotopia
DCX	1641	C1848070	"Subcortical.laminar.heterotopia,.X-linked"	"Subcortical.laminar.heterotopia,.X-linked"
ALDH5A1	7915	C0268631	Succinate-semialdehyde.dehydrogenase.deficiency	Succinate-semialdehyde.dehydrogenase.deficiency
OXCT1	5019	C0342792	Succinyl-CoA.acetoacetate.transferase.deficiency	Succinyl-CoA.acetoacetate.transferase.deficiency
SI	6476	C1283620	Sucrase-isomaltase.deficiency	Sucrase-isomaltase.deficiency
ANK2	287	C0085298	Sudden.cardiac.death	Sudden.cardiac.death
GPD1L	23171	C0085298	Sudden.cardiac.death	Sudden.cardiac.death
KCNH2	3757	C0085298	Sudden.cardiac.death	Sudden.cardiac.death
RYR2	6262	C0085298	Sudden.cardiac.death	Sudden.cardiac.death
SCN5A	6331	C0085298	Sudden.cardiac.death	Sudden.cardiac.death
MT-TG	4563	C0011071	Sudden.death	Sudden.death
KCNH2	3757	C0038644	Sudden.infant.death.syndrome	Sudden.infant.death.syndrome
KCNQ1	3784	C0038644	Sudden.infant.death.syndrome	Sudden.infant.death.syndrome
MT-ND1	4535	C0038644	Sudden.infant.death.syndrome	Sudden.infant.death.syndrome
MT-TL1	4567	C0038644	Sudden.infant.death.syndrome	Sudden.infant.death.syndrome
SCN4B	6330	C0038644	Sudden.infant.death.syndrome	Sudden.infant.death.syndrome
SCN5A	6331	C0038644	Sudden.infant.death.syndrome	Sudden.infant.death.syndrome
TSPYL1	7259	C1837371	Sudden.infant.death.with.dysgenesis.of.the.testes.syndrome	Sudden.infant.death.with.dysgenesis.of.the.testes.syndrome
SUOX	6821	C0268624	Sulfite.oxidase.deficiency	Sulfite.oxidase.deficiency
SUOX	6821	CN068763	"Sulfite.oxidase.deficiency,.isolated"	"Sulfite.oxidase.deficiency,.isolated"
ELN	2006	C0003499	Supravalvar.aortic.stenosis	Supravalvar.aortic.stenosis
HRAS	3265	C0003499	Supravalvar.aortic.stenosis	Supravalvar.aortic.stenosis
SFTPB	6439	C1968602	"Surfactant.metabolism.dysfunction,.pulmonary,.1"	Surfactant.metabolism.dysfunction
SFTPC	6440	C1970470	"Surfactant.metabolism.dysfunction,.pulmonary,.2"	Surfactant.metabolism.dysfunction
ABCA3	21	C1970456	"Surfactant.metabolism.dysfunction,.pulmonary,.3"	Surfactant.metabolism.dysfunction
CSF2RA	1438	C2677877	"Surfactant.metabolism.dysfunction,.pulmonary,.4"	Surfactant.metabolism.dysfunction
CSF2RB	1439	C3280574	"Surfactant.metabolism.dysfunction,.pulmonary,.5"	Surfactant.metabolism.dysfunction
CISH	1154	C1970028	Susceptibility.to.malaria	malaria.susceptiblity
AGT	183	C1862886	Susceptibility.to.progression.to.renal.failure.in.IgA.nephropathy	Susceptibility.to.progression.to.renal.failure.in.IgA.nephropathy
ADAR	103	C0406775	Symmetrical.dyschromatosis.of.extremities	Symmetrical.dyschromatosis.of.extremities
GDF5	8200	C3809104	"Symphalangism,.proximal,.1b"	"Symphalangism,.proximal,.1b"
NOG	9241	C0342282	Symphalangism-brachydactyly.syndrome	Symphalangism-brachydactyly.syndrome
LMBR1	64327	C1861355	"SYNDACTYLY,.TYPE.IV"	"SYNDACTYLY,.TYPE.IV"
LRP4	4038	C1859309	Syndactyly.Cenani.Lenz.type	Syndactyly.Cenani.Lenz.type
GJA1	2697	C1861366	Syndactyly.type.3	Syndactyly.type.3
HOXD13	3239	C1861348	Syndactyly.type.5	Syndactyly.type.5
BHLHA9	727857	C1836206	Syndactyly.type.9	Syndactyly.type.9
NLRC4	58484	CN207522	Syndrome.of.entercolitis.and.autoinflmmation.caused.by.mutation.of.NLRC4.(SCAN4)	Syndrome.of.entercolitis.and.autoinflmmation.caused.by.mutation.of.NLRC4.(SCAN4)
UBE2A	7319	C3275464	"Syndromic.mental.retardation,.Nascimento.type,.X-linked"	"Syndromic.mental.retardation,.Nascimento.type,.X-linked"
CUL4B	8450	C1845861	"Syndromic.X-linked.mental.retardation,.Cabezas.type"	"Syndromic.X-linked.mental.retardation,.Cabezas.type"
FGD1	2245	CN069557	Syndromic.X-linked.mental.retardation.16	Syndromic.X-linked.mental.retardation.16
HOXD13	3239	C1861367	Synpolydactyly.1	Synpolydactyly.1
HOXD13	3239	C1861368	Synpolydactyly.with.foot.anomalies	Synpolydactyly.with.foot.anomalies
IRF5	3663	C2677097	Systemic.lupus.erythematosus.10	Systemic.lupus.erythematosus
STAT4	6775	C2677096	Systemic.lupus.erythematosus.11	Systemic.lupus.erythematosus
DNASE1L3	1776	C3280742	Systemic.lupus.erythematosus.16	Systemic.lupus.erythematosus
CR2	1380	C1970455	Systemic.lupus.erythematosus.9	Systemic.lupus.erythematosus
KIAA1109	84162	C1842988	Talipes.equinovarus	Talipes.equinovarus
PITX1	5307	C0009081	Talipes.equinovarus	Talipes.equinovarus
ABCA1	19	C0039292	Tangier.disease	Tangier.disease
APOA1	335	C0039292	Tangier.disease	Tangier.disease
RBM10	8241	C1839463	TARP.syndrome	TARP.syndrome
NOG	9241	C1861305	Tarsal.carpal.coalition.syndrome	Tarsal.carpal.coalition.syndrome
DNMT3A	1788	CN189716	Tatton-Brown-rahman.syndrome	Tatton-Brown-rahman.syndrome
GM2A	2760	C0039373	Tay-Sachs.disease	Tay-Sachs.disease
HEXA	3073	C0039373	Tay-Sachs.disease	Tay-Sachs.disease
HEXA	3073	C1848916	"Tay-Sachs.disease,.B1.variant"	"Tay-Sachs.disease,.B1.variant"
HEXA	3073	C1848913	"Tay-sachs.disease,.juvenile"	"Tay-sachs.disease,.juvenile"
GM2A	2760	C0268275	"Tay-Sachs.disease,.variant.AB"	"Tay-Sachs.disease,.variant.AB"
BAX	581	C1961099	T-cell.acute.lymphoblastic.leukemia	T-cell.acute.lymphoblastic.leukemia
FOXN1	8456	C1866426	"T-cell.immunodeficiency,.congenital.alopecia.and.nail.dystrophy"	"T-cell.immunodeficiency,.congenital.alopecia.and.nail.dystrophy"
STK4	6789	C3553943	"T-cell.immunodeficiency,.recurrent.infections,.and.autoimmunity.with.or.without.cardiac.malformations"	"T-cell.immunodeficiency,.recurrent.infections,.and.autoimmunity.with.or.without.cardiac.malformations"
ATM	472	C2363142	T-cell.prolymphocytic.leukemia	T-cell.prolymphocytic.leukemia
CYP2A6	1548	C1852514	Tegafur.response	Tegafur.response
GDF2	2658	C3809710	"Telangiectasia,.hereditary.hemorrhagic,.type.5"	"Telangiectasia,.hereditary.hemorrhagic,.type.5"
DCAF4	26094	C1836777	"Telomere.length,.mean.leukocyte"	"Telomere.length,.mean.leukocyte"
KCNH1	3756	C2678486	Temple-Baraitser.syndrome	Temple-Baraitser.syndrome
CHSY1	22856	C1854466	Temtamy.preaxial.brachydactyly.syndrome	Temtamy.preaxial.brachydactyly.syndrome
C12orf57	113246	C1857512	Temtamy.syndrome	Temtamy.syndrome
RNF125	54941	CN228398	TENORIO.SYNDROME	TENORIO.SYNDROME
FLNA	2316	C1846129	Terminal.osseous.dysplasia	Terminal.osseous.dysplasia
GATA4	2626	C3809858	Testicular.anomalies.with.or.without.congenital.heart.disease	Testicular.anomalies.with.or.without.congenital.heart.disease
HSD17B3	3293	C0268296	Testosterone.17-beta-dehydrogenase.deficiency	Testosterone.17-beta-dehydrogenase.deficiency
WNT3	7473	C2749279	"Tetraamelia,.autosomal.recessive"	"Tetraamelia,.autosomal.recessive"
GATA4	2626	C0039685	Tetralogy.of.Fallot	Tetralogy.of.Fallot
GATA6	2627	C0039685	Tetralogy.of.Fallot	Tetralogy.of.Fallot
GDF1	NA	C0039685	Tetralogy.of.Fallot	Tetralogy.of.Fallot
JAG1	182	C0039685	Tetralogy.of.Fallot	Tetralogy.of.Fallot
NKX2-5	1482	C0039685	Tetralogy.of.Fallot	Tetralogy.of.Fallot
TBX1	6899	C0039685	Tetralogy.of.Fallot	Tetralogy.of.Fallot
ZFPM2	23414	C0039685	Tetralogy.of.Fallot	Tetralogy.of.Fallot
HBB	3043	C0271979	Thalassemia.intermedia	Thalassemia.intermedia
FGFR3	2261	C1300257	"Thanatophoric.dysplasia,.type.2"	"Thanatophoric.dysplasia,.type.2"
FGFR3	2261	C1868678	Thanatophoric.dysplasia.type.1	Thanatophoric.dysplasia.type.1
TPK1	27010	C3280866	THIAMINE.METABOLISM.DYSFUNCTION.SYNDROME.5.(EPISODIC.ENCEPHALOPATHY.TYPE)	THIAMINE.METABOLISM.DYSFUNCTION.SYNDROME.5.(EPISODIC.ENCEPHALOPATHY.TYPE)
TGFBI	7045	C1562894	Thiel-Behnke.corneal.dystrophy	Thiel-Behnke.corneal.dystrophy
TPMT	7172	C0342801	Thiopurine.methyltransferase.deficiency	Thiopurine.methyltransferase.deficiency
COL3A1	1281	CN118826	Thoracic aortic aneurysms and aortic dissections	aortic.dissection
COL3A1	1281	CN118826	Thoracic aortic aneurysms and aortic dissections	aortic.dissection
ACTA2	59	CN118826	Thoracic.aortic.aneurysms.and.aortic.dissections	aortic.dissection
COL3A1	1281	CN118826	Thoracic.aortic.aneurysms.and.aortic.dissections	aortic.dissection
COL5A1	1289	CN118826	Thoracic.aortic.aneurysms.and.aortic.dissections	aortic.dissection
COL5A2	1290	CN118826	Thoracic.aortic.aneurysms.and.aortic.dissections	aortic.dissection
FBN1	2200	CN118826	Thoracic.aortic.aneurysms.and.aortic.dissections	aortic.dissection
FBN2	2201	CN118826	Thoracic.aortic.aneurysms.and.aortic.dissections	aortic.dissection
GATA5	140628	CN118826	Thoracic.aortic.aneurysms.and.aortic.dissections	aortic.dissection
MYH11	4629	CN118826	Thoracic.aortic.aneurysms.and.aortic.dissections	aortic.dissection
MYLK	4638	CN118826	Thoracic.aortic.aneurysms.and.aortic.dissections	aortic.dissection
NOTCH1	4851	CN118826	Thoracic.aortic.aneurysms.and.aortic.dissections	aortic.dissection
PRKG1	5592	CN118826	Thoracic.aortic.aneurysms.and.aortic.dissections	aortic.dissection
TGFB2	7042	CN118826	Thoracic.aortic.aneurysms.and.aortic.dissections	aortic.dissection
TGFBR1	7046	CN118826	Thoracic.aortic.aneurysms.and.aortic.dissections	aortic.dissection
CUL7	9820	C1848862	Three.M.syndrome.1	Three.M.syndrome.1
OBSL1	23363	C2752041	Three.M.syndrome.2	Three.M.syndrome.2
CCDC8	83987	C3280146	Three.M.syndrome.3	Three.M.syndrome.3
